# num_dtau=10 dt=1.000000e-05 ncor=2000
time_lag,MSD,count
2.200000e-02,7.302295e-05,2769340
2.210000e-02,7.368835e-05,2769200
2.220000e-02,7.435678e-05,2769060
2.230000e-02,7.502823e-05,2768920
2.240000e-02,7.570269e-05,2768780
2.250000e-02,7.638017e-05,2768640
2.260000e-02,7.706067e-05,2768500
2.270000e-02,7.774419e-05,2768360
2.280000e-02,7.843072e-05,2768220
2.290000e-02,7.912027e-05,2768080
2.300000e-02,7.981285e-05,2767940
2.310000e-02,8.050844e-05,2767800
2.320000e-02,8.120704e-05,2767660
2.330000e-02,8.190867e-05,2767520
2.340000e-02,8.261331e-05,2767380
2.350000e-02,8.332098e-05,2767240
2.360000e-02,8.403166e-05,2767100
2.370000e-02,8.474535e-05,2766960
2.380000e-02,8.546207e-05,2766820
2.390000e-02,8.618180e-05,2766680
2.400000e-02,8.690456e-05,2766540
2.410000e-02,8.763033e-05,2766400
2.420000e-02,8.835912e-05,2766260
2.430000e-02,8.909092e-05,2766120
2.440000e-02,8.982575e-05,2765980
2.450000e-02,9.056359e-05,2765840
2.460000e-02,9.130445e-05,2765700
2.470000e-02,9.204833e-05,2765560
2.480000e-02,9.279523e-05,2765420
2.490000e-02,9.354514e-05,2765280
2.500000e-02,9.429808e-05,2765140
2.510000e-02,9.505403e-05,2765000
2.520000e-02,9.581300e-05,2764860
2.530000e-02,9.657498e-05,2764720
2.540000e-02,9.733999e-05,2764580
2.550000e-02,9.810801e-05,2764440
2.560000e-02,9.887905e-05,2764300
2.570000e-02,9.965311e-05,2764160
2.580000e-02,1.004302e-04,2764020
2.590000e-02,1.012103e-04,2763880
2.600000e-02,1.019934e-04,2763740
2.610000e-02,1.027795e-04,2763600
2.620000e-02,1.035687e-04,2763460
2.630000e-02,1.043608e-04,2763320
2.640000e-02,1.051560e-04,2763180
2.650000e-02,1.059542e-04,2763040
2.660000e-02,1.067555e-04,2762900
2.670000e-02,1.075597e-04,2762760
2.680000e-02,1.083669e-04,2762620
2.690000e-02,1.091772e-04,2762480
2.700000e-02,1.099905e-04,2762340
2.710000e-02,1.108068e-04,2762200
2.720000e-02,1.116262e-04,2762060
2.730000e-02,1.124485e-04,2761920
2.740000e-02,1.132739e-04,2761780
2.750000e-02,1.141022e-04,2761640
2.760000e-02,1.149336e-04,2761500
2.770000e-02,1.157681e-04,2761360
2.780000e-02,1.166055e-04,2761220
2.790000e-02,1.174459e-04,2761080
2.800000e-02,1.182894e-04,2760940
2.810000e-02,1.191359e-04,2760800
2.820000e-02,1.199854e-04,2760660
2.830000e-02,1.208379e-04,2760520
2.840000e-02,1.216935e-04,2760380
2.850000e-02,1.225520e-04,2760240
2.860000e-02,1.234136e-04,2760100
2.870000e-02,1.242782e-04,2759960
2.880000e-02,1.251458e-04,2759820
2.890000e-02,1.260165e-04,2759680
2.900000e-02,1.268901e-04,2759540
2.910000e-02,1.277668e-04,2759400
2.920000e-02,1.286465e-04,2759260
2.930000e-02,1.295292e-04,2759120
2.940000e-02,1.304149e-04,2758980
2.950000e-02,1.313036e-04,2758840
2.960000e-02,1.321954e-04,2758700
2.970000e-02,1.330901e-04,2758560
2.980000e-02,1.339879e-04,2758420
2.990000e-02,1.348887e-04,2758280
3.000000e-02,1.357926e-04,2758140
3.010000e-02,1.366994e-04,2758000
3.020000e-02,1.376093e-04,2757860
3.030000e-02,1.385221e-04,2757720
3.040000e-02,1.394380e-04,2757580
3.050000e-02,1.403570e-04,2757440
3.060000e-02,1.412789e-04,2757300
3.070000e-02,1.422038e-04,2757160
3.080000e-02,1.431318e-04,2757020
3.090000e-02,1.440628e-04,2756880
3.100000e-02,1.449968e-04,2756740
3.110000e-02,1.459338e-04,2756600
3.120000e-02,1.468738e-04,2756460
3.130000e-02,1.478169e-04,2756320
3.140000e-02,1.487630e-04,2756180
3.150000e-02,1.497120e-04,2756040
3.160000e-02,1.506642e-04,2755900
3.170000e-02,1.516193e-04,2755760
3.180000e-02,1.525774e-04,2755620
3.190000e-02,1.535386e-04,2755480
3.200000e-02,1.545028e-04,2755340
3.210000e-02,1.554699e-04,2755200
3.220000e-02,1.564402e-04,2755060
3.230000e-02,1.574134e-04,2754920
3.240000e-02,1.583896e-04,2754780
3.250000e-02,1.593689e-04,2754640
3.260000e-02,1.603512e-04,2754500
3.270000e-02,1.613365e-04,2754360
3.280000e-02,1.623248e-04,2754220
3.290000e-02,1.633161e-04,2754080
3.300000e-02,1.643105e-04,2753940
